Respondent_ID,Q1_Role,Q2_OrgType,Q3_OrgSize,Q4_Region,Q5_AnnualRevenue,Q6_MarketingBudget,Q7_DataSources,Q8_AnalyticsTools,Q9_CampaignStrategies,Q10_SuccessMetrics,Q11_EIAwareness,Q12_EmotionalInsightRating,Q13_MarketingChallenges,Q14_CrisisFrequency,Q15_CampaignBackfire,Q16_FeatureInterest,Q17_PreferredChannels,Q18_RegionalLanguageImportance,Q19_PreferredOutputFormat,Q20_WhiteLabelInterest,Q21_CurrentSaaSSpend,Q22_PreferredPricingModel,Q23_BudgetBand,Q23_BudgetINR_Numeric,Q_DecisionStyle,Q_TechAdoptionProfile,Q_AITrustLevel,Q_EmotionalDataImportance,Q_BrandVsRevenuePriority,Q_BudgetAuthority,Q_StakeholderCount,Q_AdoptionTrigger,Q_InternalBarrier,Q_CurrentSentimentTool,Q_CurrentToolSatisfaction,Q_SwitchingIntent,Q_AdoptionBlockers,Q_AnalyticsReviewFrequency,Q_AnalyticsTeamSize,Q_DataDrivenDecisionPct,Q_CrisisResponseTime,Q_CrisisHistory,Q_CrisisImpactType,Q_AnnualCampaigns,Q_EmotionalROIMeasured,Q_RequiredIntegrations,Q_DataPrivacyConcern,Q_TeamDataLiteracy,Q24_AdoptionLikelihood,Q24_AdoptionLikelihood_Ordinal,Adoption_Score_Raw
RESP_1144,Brand Manager,Marketing/Creative Agency,201-1000,India-Metro,2Cr-10Cr/240K-1.2M,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|HubSpot|Salesforce|Tableau/Power BI,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|PR/Earned Media,ROI/Revenue Generated|Engagement Rate|Conversion Rate|CSAT,Very aware - already use tools,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Measuring brand reputation in real time|Personalising messaging at scale,Occasionally,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Emotional Customer Segmentation,Twitter/X|LinkedIn|Google/App Store Reviews|Customer Support Chat/Email|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,Yes - definitely interested,10K-50K/month,Monthly subscription,15K-50K,34491.68,Data/case studies,Laggard - move only when forced,Skeptical but open,2.0,5.0,My manager/Director,2-3,A specific data gap,Price/ROI justification,No - couldn't afford,3.0,N/A - no current tool,Cost|Data privacy concerns|ROI uncertainty,Weekly,1,98.7,No process for this,No - never,Significant customer churn|Share price/valuation impact|Long-term brand equity damage,21.0,No - don't believe it's measurable,Slack|Other,Somewhat concerned,Very high - data-first culture,Neutral,3,15.57
RESP_1145,Marketing Manager,FMCG/CPG,11-50,Other,10Cr-100Cr/1.2M-12M,Under 5L/<6K,Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|Offline/BTL Marketing,ROI/Revenue Generated|Engagement Rate|Conversion Rate|NPS|CSAT,Very aware - already use tools,3.0,Connecting emotional data to campaign performance|Measuring brand reputation in real time|Personalising messaging at scale,Occasionally,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|YouTube Comments|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|Survey/Form Responses,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,No - not relevant,50K-2L/month,Freemium,5K-15K,12593.55,Data/case studies,Early Adopter - adopt after seeing competitor success,Skeptical but open,5.0,3.0,I have full authority,7+ with formal procurement,Budget review cycle,Price/ROI justification,No - couldn't afford,3.0,Very likely to switch,Cost|Complexity|ROI uncertainty,Daily,6-15,17.2,Within 24 hours,Yes - minor impact,Employee morale damage,7.0,No - but would like to,Shopify,Mildly concerned,Moderate - mixed team,Neutral,3,16.13
RESP_1146,Data Analyst/Marketing Analyst,E-commerce Platform,201-1000,Europe,50L-2Cr/60K-240K,25L-1Cr/30K-120K,Customer Reviews|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Brandwatch/Meltwater,Performance/Paid Advertising|Content Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate,Slightly aware,5.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Measuring brand reputation in real time|Personalising messaging at scale,Rarely,Yes - but minor impact,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts,Instagram/Facebook|Twitter/X|LinkedIn|Customer Support Chat/Email|WhatsApp Business,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Raw data export (CSV/API)|CRM/Marketing tool integration,Yes - definitely interested,Zero - no tools,Freemium,Above 2L,301196.81,Data/case studies,Innovator - adopt cutting-edge early,Use AI as one input among many,5.0,5.0,My manager/Director,2-3,A campaign failure,Price/ROI justification,No - didn't know such tools existed,3.0,Unlikely,Cost|Awareness|Complexity|Data privacy concerns,Rarely/Never,1,9.6,Within 24 hours,Yes - minor impact,Revenue loss,1.0,No - don't believe it's measurable,HubSpot,Not concerned at all,Very low - need heavy hand-holding,Likely,4,17.42
RESP_1147,Data Analyst/Marketing Analyst,SME,51-200,Europe,50L-2Cr/60K-240K,5L-25L/6K-30K,Social Media|Customer Reviews|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing,Reach/Impressions|Conversion Rate,Not aware at all,3.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time,Very frequently,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|YouTube Comments|LinkedIn|Google/App Store Reviews,Extremely important,AI-generated recommendations,No - not relevant,1K-10K/month,One-time project,15K-50K,292951.91,Data/case studies,Late Majority - wait for industry standard,Trust AI insights and act on them,3.0,3.0,CMO/VP,7+ with formal procurement,A specific data gap,Price/ROI justification,No - didn't know such tools existed,4.0,N/A - no current tool,Awareness|ROI uncertainty,Monthly,0 (no one dedicated),48.8,Within a week,No - never,Long-term brand equity damage,18.0,No - but would like to,Salesforce|Zoho|Slack|Google Data Studio/Looker|Meta Ads Manager|Standalone is fine,Somewhat concerned,Low - struggle with complex tools,Neutral,3,14.48
RESP_1148,Digital Marketing Specialist,SaaS/Tech Startup,1000+,India-Metro,50L-2Cr/60K-240K,5L-25L/6K-30K,Social Media|Customer Reviews|Customer Support Logs|Ad Performance Data,Google Analytics/Looker Studio,Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|PR/Earned Media,Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS,Slightly aware,4.0,Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Personalising messaging at scale|Managing brand crisis quickly,Never - we have proactive monitoring,Yes - but minor impact,Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer|Emotional Customer Segmentation,YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Somewhat important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,Zero - no tools,Per-brand/per-seat,Above 2L,300992.19,Peer recommendations,Early Majority - adopt proven solutions,Skeptical but open,3.0,2.0,CMO/VP,1 (just me),A campaign failure,Data privacy/security,Yes - other tool,5.0,Likely,Awareness|ROI uncertainty,Quarterly,2-5,41.8,Within a month,No - never,Significant customer churn|Long-term brand equity damage,49.0,Yes - informally,HubSpot|Zoho|Slack|Google Data Studio/Looker|Shopify,Mildly concerned,Low - struggle with complex tools,Neutral,3,16.74
RESP_1149,Data Analyst/Marketing Analyst,Enterprise/MNC,51-200,India-Tier2/3,50L-2Cr/60K-240K,1Cr-5Cr/120K-600K,Social Media|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Salesforce,Influencer/Creator Marketing|Performance/Paid Advertising|Email/WhatsApp Marketing|PR/Earned Media,Reach/Impressions|Customer Sentiment,Slightly aware,0.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Personalising messaging at scale|Justifying marketing spend to leadership,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts,Instagram/Facebook|Twitter/X|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business,Very important,Real-time dashboard with visual charts,Possibly - depends on pricing,50K-2L/month,Annual subscription,Above 2L,294261.96,Trial/testing,Early Majority - adopt proven solutions,Trust AI insights and act on them,3.0,4.0,CMO/VP,4-6,Budget review cycle,Price/ROI justification,No - didn't know such tools existed,3.0,Very likely to switch,Cost,Monthly,15+,45.3,Within a month,Yes - major business impact,Employee morale damage|Long-term brand equity damage,23.0,No - but would like to,HubSpot|Salesforce|Slack|Meta Ads Manager|Shopify|Other,Mildly concerned,Moderate - mixed team,Likely,4,21.66
RESP_1150,Data Analyst/Marketing Analyst,Marketing/Creative Agency,2-10,Middle East,2Cr-10Cr/240K-1.2M,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Tableau/Power BI,Performance/Paid Advertising|Content Marketing|Community Building,ROI/Revenue Generated|Engagement Rate|CSAT,Slightly aware,1.0,Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Occasionally,No - campaigns always landed well,Emotional Brand Score (EBS)|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|YouTube Comments|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|WhatsApp Business,Somewhat important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|AI-generated recommendations,N/A - not an agency,1K-10K/month,Monthly subscription,5K-15K,13969.03,Intuition/experience,Laggard - move only when forced,Use AI as one input among many,4.0,5.0,My manager/Director,2-3,A leadership directive,Team adoption resistance,Yes - Brandwatch,3.0,Unlikely,Cost|Complexity|No internal champion,Rarely/Never,1,6.8,Within hours,No - but came close,Revenue loss|Employee morale damage,45.0,No - but would like to,Zoho|Slack|Google Data Studio/Looker|Standalone is fine,Very concerned - hard blocker,Low - struggle with complex tools,Unlikely,2,9.36
RESP_1151,Digital Marketing Specialist,SaaS/Tech Startup,11-50,Europe,2Cr-10Cr/240K-1.2M,Under 5L/<6K,Social Media|Customer Reviews|Customer Support Logs|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|HubSpot|Salesforce|Sprout Social/Hootsuite|Tableau/Power BI|Other,Influencer/Creator Marketing|Performance/Paid Advertising|Email/WhatsApp Marketing|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate,Somewhat aware,3.0,Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership|Managing brand crisis quickly,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Campaign Emotion Optimizer|Emotional Customer Segmentation,YouTube Comments|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|CRM/Marketing tool integration,Possibly - depends on pricing,10K-50K/month,Annual subscription,15K-50K,28605.55,Intuition/experience,Early Majority - adopt proven solutions,Trust AI insights and act on them,5.0,5.0,My manager/Director,2-3,Budget review cycle,No significant barriers,No - not a priority,2.0,Very likely to switch,Cost|Awareness|Complexity|Data privacy concerns|No internal champion|ROI uncertainty,Weekly,2-5,55.3,No process for this,No - never,Long-term brand equity damage,48.0,No - but would like to,HubSpot,Somewhat concerned,Low - struggle with complex tools,Neutral,3,15.74
RESP_1152,Data Analyst/Marketing Analyst,FMCG/CPG,11-50,India-Metro,2Cr-10Cr/240K-1.2M,25L-1Cr/30K-120K,Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Zoho CRM/Analytics|Other,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Community Building,ROI/Revenue Generated|Customer Sentiment|Conversion Rate,Very aware - already use tools,4.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Measuring brand reputation in real time|Personalising messaging at scale|Justifying marketing spend to leadership,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts,Instagram/Facebook|Twitter/X|YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations,Yes - definitely interested,50K-2L/month,Monthly subscription,15K-50K,29138.62,Peer recommendations,Early Adopter - adopt after seeing competitor success,Trust AI insights and act on them,,5.0,My manager/Director,1 (just me),A campaign failure,Team adoption resistance,Yes - Brandwatch,4.0,Have long-term contracts,Cost|Awareness|Complexity|ROI uncertainty,Monthly,6-15,,Within 24 hours,Yes - major business impact,Revenue loss|Long-term brand equity damage,12.0,No - but would like to,Zoho|Google Data Studio/Looker,Very concerned - hard blocker,Moderate - mixed team,Likely,4,20.13
RESP_1153,Digital Marketing Specialist,SaaS/Tech Startup,1000+,Other,Under 50L/<60K,5L-25L/6K-30K,Social Media|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Salesforce|Brandwatch/Meltwater|Zoho CRM/Analytics,Influencer/Creator Marketing|Content Marketing|Community Building|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|CSAT,Very aware - already use tools,5.0,Identifying at-risk customers before churn|Measuring brand reputation in real time|Personalising messaging at scale|Justifying marketing spend to leadership,Rarely,No - campaigns always landed well,Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Google/App Store Reviews|Customer Support Chat/Email,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API),N/A - not an agency,Above 2L/month,Annual subscription,50K-2L,125345.88,Peer recommendations,Innovator - adopt cutting-edge early,Use AI as one input among many,4.0,4.0,CMO/VP,7+ with formal procurement,A specific data gap,Integration complexity,No - not a priority,3.0,Unlikely,Cost,Rarely/Never,1,31.8,No process for this,Yes - minor impact,Employee morale damage,10.0,No - don't believe it's measurable,Slack|Meta Ads Manager|Standalone is fine,Somewhat concerned,Moderate - mixed team,Likely,4,20.01
RESP_1154,Digital Marketing Specialist,E-commerce Platform,201-1000,North America,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|Customer Reviews|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio,Performance/Paid Advertising|SEO/Organic Growth,Reach/Impressions|Customer Sentiment|Conversion Rate|NPS|CSAT,Somewhat aware,2.0,Creating emotionally resonant campaigns|Personalising messaging at scale|Managing brand crisis quickly,Occasionally,Not sure - didn't track,Emotional Brand Score (EBS)|Campaign Emotion Optimizer,Twitter/X|YouTube Comments|Google/App Store Reviews|WhatsApp Business|Survey/Form Responses,Not important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,Zero - no tools,Monthly subscription,50K-2L,125612.48,Data/case studies,Early Majority - adopt proven solutions,Trust AI insights and act on them,3.0,3.0,Procurement committee,4-6,A leadership directive,Price/ROI justification,No - not a priority,2.0,Likely,Cost,Monthly,2-5,43.8,Within a week,No - but came close,Revenue loss|Significant customer churn|Long-term brand equity damage,14.0,Yes - informally,HubSpot|Zoho|Google Data Studio/Looker|Shopify,Very concerned - hard blocker,Very high - data-first culture,Neutral,3,13.12
RESP_1155,Digital Marketing Specialist,Marketing/Creative Agency,51-200,India-Metro,Under 50L/<60K,1Cr-5Cr/120K-600K,Customer Reviews|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Salesforce|Tableau/Power BI,Influencer/Creator Marketing|Content Marketing|SEO/Organic Growth|PR/Earned Media,ROI/Revenue Generated|Conversion Rate,Somewhat aware,3.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time,Occasionally,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|Google/App Store Reviews|Amazon/Ecommerce Reviews|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API),No - not relevant,Above 2L/month,Per-brand/per-seat,Under 5K,2281.75,Peer recommendations,Early Majority - adopt proven solutions,Use AI as one input among many,2.0,4.0,Procurement committee,2-3,A competitor doing better,No significant barriers,No - couldn't afford,1.0,Have long-term contracts,No internal champion,Daily,1,77.5,Within 24 hours,No - but came close,Employee morale damage|Long-term brand equity damage,6.0,No - but would like to,HubSpot|Zoho|Slack|Google Data Studio/Looker,Not concerned at all,Low - struggle with complex tools,Unlikely,2,11.79
